N,Identifier,dist(asec),prob. member,link ref,link comment,Mag U,Mag B,Mag V,Mag R,Mag I,Sp type,"#ref 
1850 - 2019"
2666,2MASX J00454109+4106314,2076.99,0,2009AJ....137...94C,B,,,18.36,,16.92,~,7
2667,2MASX J00454109+4106314,2076.99,0,2010MNRAS.402..803P,B,,,18.36,,16.92,~,7
3247,2MASX J00454409+4140064,2480.65,0,2009AJ....137...94C,B,18.23,20.21,17.95,16.93,16.63,~,9
3248,2MASX J00454409+4140064,2480.65,0,2010MNRAS.402..803P,B,18.23,20.21,17.95,16.93,16.63,~,9
2764,2MASX J00454621+3949324,5593.52,0,2009AJ....137...94C,B,15.01,18.4,17.45,,,~,6
2765,2MASX J00454621+3949324,5593.52,0,2010MNRAS.402..803P,B,15.01,18.4,17.45,,,~,6
2735,2MASX J00454815+4023294,3784.97,0,2009AJ....137...94C,B,18.89,18.83,17.68,16.92,15.92,~,7
2736,2MASX J00454815+4023294,3784.97,0,2010MNRAS.402..803P,B,18.89,18.83,17.68,16.92,15.92,~,7
2705,2MASX J00455182+4030154,3477.36,0,2009AJ....137...94C,B,17.46,17.52,16.66,16.43,,~,9
2706,2MASX J00455182+4030154,3477.36,0,2010MNRAS.402..803P,B,17.46,17.52,16.66,16.43,,~,9
2769,2MASX J00455937+4036404,3238.61,0,2009AJ....137...94C,B,19.03,18.62,17.53,16.95,,~,6
2770,2MASX J00455937+4036404,3238.61,0,2010MNRAS.402..803P,B,19.03,18.62,17.53,16.95,,~,6
2771,2MASX J00455937+4038084,3174.57,0,2009AJ....137...94C,B,19.21,18.96,17.48,16.85,,~,7
2772,2MASX J00455937+4038084,3174.57,0,2010MNRAS.402..803P,B,19.21,18.96,17.48,16.85,,~,7
2775,2MASX J00461013+4002533,4979.1,0,2009AJ....137...94C,B,19.02,18.78,17.48,16.85,,~,6
2776,2MASX J00461013+4002533,4979.1,0,2010MNRAS.402..803P,B,19.02,18.78,17.48,16.85,,~,6
2671,2MASX J00462920+4103459,2645.82,0,2009AJ....137...94C,B,18,17.59,16.48,16.08,,~,8
2779,2MASX J00462921+4102568,2659.58,0,2009AJ....137...94C,B,18.1,17.89,16.91,16.51,,~,8
2780,2MASX J00462921+4102568,2659.58,0,2010MNRAS.402..803P,B,18.1,17.89,16.91,16.51,,~,8
2739,2MASX J00463640+4000269,5252.92,0,2010MNRAS.402..803P,B,19.32,18.47,17.35,16.66,15.64,~,9
2740,2MASX J00463640+4000269,5252.92,100,2009AJ....137...94C,B,19.32,18.47,17.35,16.66,15.64,~,9
2673,2MASX J00463878+3927018,7072.77,0,2009AJ....137...94C,B,,,17,16.53,,~,9
2674,2MASX J00463878+3927018,7072.77,0,2010MNRAS.402..803P,B,,,17,16.53,,~,9
2741,2MASX J00464076+4132568,2844.97,0,2009AJ....137...94C,B,19.87,18.89,17.57,16.81,16.04,~,6
2742,2MASX J00464076+4132568,2844.97,0,2010MNRAS.402..803P,B,19.87,18.89,17.57,16.81,16.04,~,6
3203,2MASX J00464384+4149098,3340.42,0,2007AJ....134..706K,S,19.34,18.78,17.38,16.78,16.04,~,11
3204,2MASX J00464384+4149098,3340.42,0,2009AJ....137...94C,B,19.34,18.78,17.38,16.78,16.04,~,11
3205,2MASX J00464384+4149098,3340.42,0,2010MNRAS.402..803P,B,19.34,18.78,17.38,16.78,16.04,~,11
2709,2MASX J00465218+4115087,2795.3,0,2009AJ....137...94C,B,19.17,19.12,17.86,17.26,,~,5
3377,2MASX J00465570+4219453,4740.96,0,2010MNRAS.402..803P,B,20.06,19.05,17.78,,16.03,~,8
3378,2MASX J00465570+4219453,4740.96,100,2009AJ....137...94C,B,20.06,19.05,17.78,,16.03,~,8
2711,2MASX J00465949+4019517,4448.83,0,2009AJ....137...94C,B,18.95,18.92,17.63,16.93,,~,7
2712,2MASX J00465949+4019517,4448.83,0,2010MNRAS.402..803P,B,18.95,18.92,17.63,16.93,,~,7
2713,2MASX J00470034+4059377,3057.14,0,2007AJ....134..706K,S,,,17.47,16.8,,~,8
2714,2MASX J00470034+4059377,3057.14,0,2009AJ....137...94C,B,,,17.47,16.8,,~,8
2715,2MASX J00470034+4059377,3057.14,0,2010MNRAS.402..803P,B,,,17.47,16.8,,~,8
2716,2MASX J00470035+4040367,3598.21,0,2007AJ....134..706K,S,19.24,19.36,18,17.41,,~,8
2717,2MASX J00470035+4040367,3598.21,0,2009AJ....137...94C,B,19.24,19.36,18,17.41,,~,8
2718,2MASX J00470035+4040367,3598.21,0,2010MNRAS.402..803P,B,19.24,19.36,18,17.41,,~,8
2754,2MASX J00470122+4124067,2932.78,100,2009AJ....137...94C,B,17.97,17.719,16.93,16.4,16,~,29
2755,2MASX J00470122+4124067,2932.78,100,2010MNRAS.402..803P,B,17.97,17.719,16.93,16.4,16,~,29
2756,2MASX J00470122+4124067,2932.78,100,2016ApJ...824...42C,B,17.97,17.719,16.93,16.4,16,~,29
2682,2MASX J00470203+3922427,7415.15,0,2010MNRAS.402..803P,B,,,16.98,16.42,,~,8
2720,2MASX J00470445+3942007,6378.96,0,2009AJ....137...94C,B,19.49,18.58,18.27,17,,~,7
2721,2MASX J00470445+3942007,6378.96,0,2010MNRAS.402..803P,B,19.49,18.58,18.27,17,,~,7
2694,2MASX J00470565+4108117,2987,0,2009AJ....137...94C,B,,18.27,17.32,,,~,10
2695,2MASX J00470610+4112257,2960.77,0,2009AJ....137...94C,B,,18.25,16.87,,,~,9
3185,2MASX J00470648+4135437,3174.14,0,2009AJ....137...94C,B,17.66,18.07,17.31,16.43,,~,8
3186,2MASX J00470648+4135437,3174.14,0,2010MNRAS.402..803P,B,17.66,18.07,17.31,16.43,,~,8
2683,2MASX J00470828+3948177,6068.16,0,2009AJ....137...94C,B,18.31,18.54,17.78,17.13,,~,7
2684,2MASX J00470828+3948177,6068.16,0,2010MNRAS.402..803P,B,18.31,18.54,17.78,17.13,,~,7
3388,2MASX J00471452+4217055,4744.92,0,2009AJ....137...94C,B,20.58,19.14,17.93,16.77,16.64,~,10
3389,2MASX J00471452+4217055,4744.92,0,2010MNRAS.402..803P,B,20.58,19.14,17.93,16.77,16.64,~,10
3194,2MASX J00472038+4154576,3875.71,0,2009AJ....137...94C,B,19.1,18.72,17.39,16.58,15.61,~,9
3195,2MASX J00472038+4154576,3875.71,0,2010MNRAS.402..803P,B,19.1,18.72,17.39,16.58,15.61,~,9
3390,2MASX J00472468+4155116,3922.42,0,2010MNRAS.402..803P,B,19.6,19.02,17.97,17.04,15.82,~,10
3391,2MASX J00472468+4155116,3922.42,100,2009AJ....137...94C,B,19.6,19.02,17.97,17.04,15.82,~,10
2724,2MASX J00472693+4054212,3451.14,0,2009AJ....137...94C,B,19.22,18.76,17.65,17,,~,6
2725,2MASX J00472693+4054212,3451.14,0,2010MNRAS.402..803P,B,19.22,18.76,17.65,17,,~,6
2690,2MASX J00472942+3940232,6601.28,0,2009AJ....137...94C,B,19.05,18.55,17.53,,15.61,~,7
2691,2MASX J00472942+3940232,6601.28,0,2010MNRAS.402..803P,B,19.05,18.55,17.53,,15.61,~,7
3181,2MASX J00472968+4143212,3598.14,0,2009AJ....137...94C,B,,18.93,17.22,,,~,9
2727,2MASX J00473169+4053112,3528.72,0,2009AJ....137...94C,B,18.74,18.18,17.15,16.63,,~,8
2728,2MASX J00473169+4053112,3528.72,0,2010MNRAS.402..803P,B,18.74,18.18,17.15,16.63,,~,8
2729,2MASX J00473322+3956462,5787.12,0,2009AJ....137...94C,B,19.06,18.91,17.43,,,~,6
2730,2MASX J00473322+3956462,5787.12,0,2010MNRAS.402..803P,B,19.06,18.91,17.43,,,~,6
3376,2MASX J00473763+4247545,6403.4,0,2010MNRAS.402..803P,B,,19.198,17.972,17.256,,~,8
2696,2MASX J00474491+4011372,5162.07,0,2009AJ....137...94C,B,,19.52,17.44,,,~,10
2861,2MASX J00474571+3944412,6473.88,0,2009AJ....137...94C,B,18.72,18.43,18.26,,,~,7
2862,2MASX J00474571+3944412,6473.88,0,2010MNRAS.402..803P,B,18.72,18.43,18.26,,,~,7
3438,2MASX J00474620+4244557,6301.34,75,2010MNRAS.402..803P,S,,,17.61,,,~,9
3345,2MASX J00474940+4139102,3697.32,0,2009AJ....137...94C,B,,18.49,16.47,,,~,9
3432,2MASX J00475726+4207018,4649.06,0,2009AJ....137...94C,B,,,18.02,,,~,9
2843,2MASX J00480357+3942138,6707.85,0,2009AJ....137...94C,B,19.08,18.34,17.7,,15.81,~,10
2844,2MASX J00480357+3942138,6707.85,0,2010MNRAS.402..803P,B,19.08,18.34,17.7,,15.81,~,10
2863,2MASX J00480905+3930018,7367.39,0,2009AJ....137...94C,B,0,,17.64,16.89,,~,7
2864,2MASX J00480905+3930018,7367.39,0,2010MNRAS.402..803P,B,0,,17.64,16.89,,~,7
2865,2MASX J00481665+4021509,4983.92,0,2009AJ....137...94C,B,19.53,19.17,18.03,16.96,,~,5
3443,2MASX J00481717+4153458,4364.74,0,2010MNRAS.402..803P,B,18.94,18.49,17.49,16.68,15.78,~,8
3450,2MASX J00481940+4208268,4891.95,100,2009AJ....137...94C,B,18.08,17.42,16.61,15.74,,~,7
2859,2MASX J00482357+4029218,4761.58,0,2009AJ....137...94C,B,,18.81,17.14,,,~,14
3356,2MASX J00482929+4135098,4043.97,0,2009AJ....137...94C,B,18.64,18.42,17.26,16.57,,~,7
3357,2MASX J00482929+4135098,4043.97,0,2010MNRAS.402..803P,B,18.64,18.42,17.26,16.57,,~,7
3358,2MASX J00482930+4138108,4098.27,0,2010MNRAS.402..803P,B,19.02,18.7,17.21,16.6,,~,7
3359,2MASX J00482930+4138108,4098.27,100,2009AJ....137...94C,B,19.02,18.7,17.21,16.6,,~,7
2845,2MASX J00482990+3939188,7020.85,0,2009AJ....137...94C,B,18.71,18.39,17.6,,15.81,~,8
2846,2MASX J00482990+3939188,7020.85,0,2010MNRAS.402..803P,B,18.71,18.39,17.6,,15.81,~,8
3440,2MASX J00483604+4201350,4793.75,100,2009AJ....137...94C,B,18.39,18.155,17.42,16.794,16.06,~,24
3441,2MASX J00483604+4201350,4793.75,100,2010MNRAS.402..803P,B,18.39,18.155,17.42,16.794,16.06,~,24
3442,2MASX J00483604+4201350,4793.75,100,2016ApJ...824...42C,B,18.39,18.155,17.42,16.794,16.06,~,24
2847,2MASX J00483637+4120418,3976.23,0,2009AJ....137...94C,B,18.05,18.18,17.06,16.58,,~,7
2848,2MASX J00483637+4120418,3976.23,0,2010MNRAS.402..803P,B,18.05,18.18,17.06,16.58,,~,7
2882,2MASX J00483738+3931039,7483.79,100,2009AJ....137...94C,B,18.53,19.38,16.3,15.83,14.42,~,6
2849,2MASX J00484516+4008459,5759.02,0,2009AJ....137...94C,B,18.87,18.77,17.83,,15.69,~,9
2850,2MASX J00484516+4008459,5759.02,75,2010MNRAS.402..803P,S,18.87,18.77,17.83,,15.69,~,9
2866,2MASX J00485484+3935559,7350.37,75,2010MNRAS.402..803P,S,19.69,18.92,17.56,,,~,8
2867,2MASX J00485484+3935559,7350.37,100,2009AJ....137...94C,B,19.69,18.92,17.56,,,~,8
3449,2MASX J00490124+4215391,5526.13,100,2009AJ....137...94C,B,,,17.29,,,~,9
3436,2MASX J00490650+4230331,6176.7,0,2010MNRAS.402..803P,B,,19.986,18.335,17.517,,~,8
3454,2MASX J00491538+4219032,5777.57,0,2010MNRAS.402..803P,B,,18.748,17.385,16.769,15.37,~,10
2871,2MASX J00491747+4045065,4823.56,75,2010MNRAS.402..803P,S,19.68,19.12,17.94,16.99,,~,8
2883,2MASX J00493489+4000286,6514.26,0,2010MNRAS.402..803P,B,18.81,18.53,17.04,,15.31,~,8
2884,2MASX J00493489+4000286,6514.26,100,2009AJ....137...94C,B,18.81,18.53,17.04,,15.31,~,8
3451,2MASX J00494908+4156499,5353.69,0,2010MNRAS.402..803P,B,17.68,17.2,16.21,15.65,,~,7
3447,2MASX J00495282+4209429,5775.69,100,2009AJ....137...94C,B,,18.59,17.52,,,~,10
3448,2MASX J00495929+4215559,6046.16,100,2009AJ....137...94C,B,,18.56,17.2,,,~,10
2875,2MASX J00500370+4037395,5487.36,75,2010MNRAS.402..803P,S,18.46,18.98,17.58,16.99,,~,7
2876,2MASX J00501377+4056244,5215.79,0,2010MNRAS.402..803P,B,17.91,18.1,16.84,16.24,,~,6
2877,2MASX J00501377+4056244,5215.79,100,2009AJ....137...94C,B,17.91,18.1,16.84,16.24,,~,6
2880,2MASX J00503196+4113205,5277.16,0,2010MNRAS.402..803P,B,17.85,17.96,16.68,16.8,,~,7
2881,2MASX J00503196+4113205,5277.16,100,2009AJ....137...94C,B,17.85,17.96,16.68,16.8,,~,7
2855,2MASX J00504343+4011125,6695.27,0,2009AJ....137...94C,B,,,17.27,,16.62,~,9
2856,2MASX J00504343+4011125,6695.27,75,2010MNRAS.402..803P,S,,,17.27,,16.62,~,9
2886,2MASX J00504785+4125465,5474.8,0,2010MNRAS.402..803P,B,18.66,18.52,17.33,20.71,15.66,~,6
3452,2MASX J00504885+4221441,6695.73,0,2010MNRAS.402..803P,B,18.6,18.83,17.77,,,~,5
3453,2MASX J00504885+4221441,6695.73,100,2009AJ....137...94C,B,18.6,18.83,17.77,,,~,5
328,2XMM J004241.6+411635,40.11,100,2008A&A...480..599S,S,,,,,,~,7
2403,2XMM J004242.1+411607,24.42,100,2008A&A...480..599S,S,,,,,,~,15
138,2XMM J004247.6+411113,296.31,60,2008A&A...480..599S,S,,17.89,17.03,16.34,15.76,~,38
139,2XMM J004247.6+411113,296.31,100,2009AJ....137...94C,B,,17.89,17.03,16.34,15.76,~,38
140,2XMM J004247.6+411113,296.31,100,2010MNRAS.402..803P,B,,17.89,17.03,16.34,15.76,~,38
141,2XMM J004247.6+411113,296.31,100,2016ApJ...824...42C,B,,17.89,17.03,16.34,15.76,~,38
367,2XMM J004255.2+411835,194.78,75,2010MNRAS.402..803P,S,18.83,18.15,16.94,16.03,15.91,~,37
368,2XMM J004255.2+411835,194.78,100,2009AJ....137...94C,B,18.83,18.15,16.94,16.03,15.91,~,37
369,2XMM J004255.2+411835,194.78,100,2012ApJ...752...95J,B,18.83,18.15,16.94,16.03,15.91,~,37
370,2XMM J004255.2+411835,194.78,100,2016ApJ...824...42C,B,18.83,18.15,16.94,16.03,15.91,~,37
2619,2XMM J004315.3+412439,621.17,100,2008A&A...480..599S,S,,,,,,~,3
4239,2XMMi J004319.9+411346,426.44,100,2011ApJ...734...12S,B,,,,17,,~,28
3333,5C 3.194,4784.01,0,2009AJ....137...94C,B,18.5,18.45,17,16.5,,~,8
3334,5C 3.194,4784.01,0,2010MNRAS.402..803P,B,18.5,18.45,17,16.5,,~,8
1454,5C 3.76,2311.21,0,2009A&A...495..733S,B,,,19.3,19.9,,~,52
1718,7C 003934.39+411302.00,850.62,60,2008A&A...480..599S,S,,,,,,~,18
3720,[A56] 1,220.22,90,2004yCat.2250....0S,S,,15.7,16.4,,,~,5
3721,[A56] 2,2293.1,90,2004yCat.2250....0S,S,,15.7,16.4,,,~,5
3722,[A56] 3,266.04,90,2004yCat.2250....0S,S,,15.9,17.4,,,~,5
3719,[A56] 4,856.54,90,2004yCat.2250....0S,S,,18.2,18.2,,,~,6
3723,[A56] 5,315.55,90,2004yCat.2250....0S,S,,15.9,16,,,~,4
3724,[A56] 6,233.64,90,2004yCat.2250....0S,S,,16,16.4,,,~,5
3725,[A56] 7,610.76,90,2004yCat.2250....0S,S,,15.9,16,,,~,5
3726,[A56] 8,131.08,90,2004yCat.2250....0S,S,,16,17,,,~,4
3727,[A56] 9,185.45,90,2004yCat.2250....0S,S,,16,17.9,,,~,4
3728,[A56] 10,402.26,90,2004yCat.2250....0S,S,,16,17,,,~,5
3729,[A56] 12,2199.12,90,2004yCat.2250....0S,S,,16.1,16,,,~,5
3730,[A56] 13,731.65,90,2004yCat.2250....0S,S,,17,17,,,~,5
3731,[A56] 14,1198.45,90,2004yCat.2250....0S,S,,16.2,16.8,,,~,4
3732,[A56] 15,315.03,90,2004yCat.2250....0S,S,,16.4,16.9,,,~,5
3734,[A56] 17,288.18,90,2004yCat.2250....0S,S,,17.2,17.2,,,~,4
3735,[A56] 18,334.07,90,2004yCat.2250....0S,S,,17.5,17.4,,,~,4
3736,[A56] 19,169.69,90,2004yCat.2250....0S,S,,17.6,17.7,,,~,5
3737,[A56] 20,1462.78,90,2004yCat.2250....0S,S,,17.2,17.2,,,~,5
3738,[A56] 21,976.6,90,2004yCat.2250....0S,S,,17.4,17.4,,,~,5
3739,[A56] 22,230.6,90,2004yCat.2250....0S,S,,17.6,17.7,,,~,4
3740,[A56] 23,1353.58,90,2004yCat.2250....0S,S,,17.4,17.4,,,~,4
3741,[A56] 24,208.86,90,2004yCat.2250....0S,S,,17.8,17.8,,,~,5
3742,[A56] 25,248.03,90,2004yCat.2250....0S,S,,17.6,17.6,,,~,5
3743,[A56] 26,192.74,90,2004yCat.2250....0S,S,,18,18.2,,,~,5
3744,[A56] 27,1103.77,90,2004yCat.2250....0S,S,,17.8,18.5,,,~,4
3745,[A56] 28,585.2,90,2004yCat.2250....0S,S,,17.8,17.7,,,~,5
3746,[A56] 29,629,90,2004yCat.2250....0S,S,,18,18,,,~,5
3747,[A56] 30,692.08,90,2004yCat.2250....0S,S,,18.1,18,,,~,4
1714,[AMB2011] HII 874,1815.8,75,2014ApJ...786..130L,S,,,,,,~,15
1715,[AMB2011] HII 874,1815.8,100,2009A&A...495..733S,B,,,,,,~,15
1515,[AMB2011] HII 1843,829.81,100,2012ApJ...759...11N,B,,,19.65,,,WN3+neb,6
3053,[AMB2011] HII 2097,1528.5,100,2006AJ....131.2478M,B,18.978,19.804,19.215,18.447,17.973,cLBV,10
1964,[AMB2011] HII 2698,1406.28,75,2003AJ....126..175B,S,18.32,18.813,18.071,17.455,16.959,cLBV,11
1965,[AMB2011] HII 2698,1406.28,100,2006AJ....131.2478M,B,18.32,18.813,18.071,17.455,16.959,cLBV,11
223,[AMB2011] HII 2886,1170.34,100,2012ApJ...759...11N,B,,,,,,WC6+B0I,3
4556,[AMB2011] HII 3520,2725.35,100,2014ApJ...790...48H,B,17.9,18.6,18.5,18.2,18,A2Ia,10
4557,[AMB2011] HII 3520,2725.35,100,2016ApJ...825...50G,B,17.9,18.6,18.5,18.2,18,A2Ia,10
3553,[AMB2011] HII 3794,4193.23,100,2006AJ....131.2478M,B,17.876,18.449,18.155,17.721,17.389,cLBV,8
3554,[AMB2011] HII 3794,4193.23,100,2016ApJ...825...50G,B,17.876,18.449,18.155,17.721,17.389,cLBV,8
5308,[B68] 1,745.77,90,2004yCat.2250....0S,S,,14.85,14.9,,,~,9
3705,[B68] 2,482.98,90,2004yCat.2250....0S,S,,16.9,17,,,~,6
3883,[B68] 3,2424.91,90,2004yCat.2250....0S,S,,18.1,18.1,,,~,3
3706,[B68] 4,402.82,90,2004yCat.2250....0S,S,,16.9,16.9,,,~,8
3884,[B68] 6,145.34,90,2004yCat.2250....0S,S,,,17.9,,,~,3
3885,[B68] 7,1513.3,90,2004yCat.2250....0S,S,,,17.6,,,~,3
3886,[B68] 11,1282.55,90,2004yCat.2250....0S,S,,,17.4,,,~,3
3842,[B68] 12,369.87,90,2004yCat.2250....0S,S,,17.3,17.3,,,~,5
3887,[B68] 13,888.6,90,2004yCat.2250....0S,S,,17.3,17.8,,,~,3
3888,[B68] 16,2214.76,90,2004yCat.2250....0S,S,,,19.2,,,~,3
3889,[B68] 17,2109.03,90,2004yCat.2250....0S,S,,,16,,,~,3
3890,[B68] 19,3508.08,90,2004yCat.2250....0S,S,,,17.5,,,~,3
3873,[B68] 20,386.58,90,2004yCat.2250....0S,S,,,17.1,,,~,4
3891,[B68] 21,994.96,90,2004yCat.2250....0S,S,,,18.1,,,~,3
3893,[B68] 24,866.52,90,2004yCat.2250....0S,S,,19.1,19.1,,,~,3
5304,[B68] 26,1525.64,90,2004yCat.2250....0S,S,,15.4,15.4,,,~,4
3894,[B68] 27,77.42,90,2004yCat.2250....0S,S,,,17.5,,,~,4
2917,[BFS2004] V118,3057.92,100,2013ApJ...766...24D,B,,,22.42,,22.94,~,3
2212,[BGM2013] BHC 16,36.48,60,2008A&A...480..599S,S,,,21.18,,,~,16
2369,[BGM2013] BHC 27,216.86,60,2008A&A...480..599S,S,,,,,,~,10
372,[BGP2014] 71,462.38,60,2008A&A...480..599S,S,,,,,,~,9
2262,[BH2001b] 1,8911.92,0,2009AJ....137...94C,B,,,,22.302,,~,7
2263,[BH2001b] 2,2952.6,75,2010MNRAS.402..803P,S,18.827,19,18.791,18.485,18.035,~,12
2264,[BH2001b] 2,2952.6,100,2007PASP..119....7K,S,18.827,19,18.791,18.485,18.035,~,12
2265,[BH2001b] 2,2952.6,100,2008ApJS..177..174N,B,18.827,19,18.791,18.485,18.035,~,12
2266,[BH2001b] 2,2952.6,100,2009AJ....137...94C,B,18.827,19,18.791,18.485,18.035,~,12
2309,[BH2001b] 20,1172.57,0,2009AJ....137...94C,B,,19.01,17.78,,,~,9
2310,[BH2001b] 20,1172.57,0,2009ApJ...703..441D,B,,19.01,17.78,,,~,9
2311,[BH2001b] 21,1324.06,0,2009AJ....137...94C,B,,,18.55,,17.29,~,8
2314,[BH2001b] 23,340.22,75,2010MNRAS.402..803P,S,20.59,,18.51,,17.36,~,15
2315,[BH2001b] 23,340.22,100,2009AJ....137...94C,B,20.59,,18.51,,17.36,~,15
2316,[BH2001b] 23,340.22,100,2016ApJ...824...42C,B,20.59,,18.51,,17.36,~,15
3142,[BH2001b] 28,2132.35,75,2010MNRAS.402..803P,S,21.53,,20.33,,19.25,~,7
3143,[BH2001b] 28,2132.35,100,2009AJ....137...94C,B,21.53,,20.33,,19.25,~,7
2897,[BH2001b] 29,2305.63,75,2010MNRAS.402..803P,S,20.73,20.35,19.64,,18.84,~,13
2898,[BH2001b] 29,2305.63,100,2009AJ....137...94C,B,20.73,20.35,19.64,,18.84,~,13
3546,[BH2001b] 30,2542.59,100,2009AJ....137...94C,B,21.41,,20.5,,18.94,~,9
3547,[BH2001b] 31,3882.52,0,2009AJ....137...94C,B,,20.085,18.63,,17.135,~,5
3548,[BH2001b] 32,3644.07,75,2010MNRAS.402..803P,S,21.48,,20.19,,18.83,~,10
3549,[BH2001b] 32,3644.07,100,2007PASP..119....7K,S,21.48,,20.19,,18.83,~,10
3550,[BH2001b] 32,3644.07,100,2009AJ....137...94C,B,21.48,,20.19,,18.83,~,10
2279,[BH2001b] 8,2007.02,0,2009AJ....137...94C,B,,,18.666,,,~,6
1768,[BHG88] 40 242,3781.34,0,2009ApJ...703..441D,B,,19.36,18.09,,,~,3
1769,[BHG88] 40 370,3746.54,75,2009ApJ...703..420M,S,22.525,21.221,18.779,17.561,16.32,~,4
1570,[BHG88] 40 404,3787.31,0,2009ApJ...703..441D,B,,18.62,17.37,,,~,4
1574,[BHG88] 40 778,2663.05,0,2009ApJ...703..441D,B,,18.32,17.19,,,~,3
1575,[BHG88] 40 807,3919.88,0,2009ApJ...703..441D,B,,19.32,18.16,,,~,3
1576,[BHG88] 40 808,3677.4,0,2009ApJ...703..441D,B,,19.16,17.78,,,~,3
1580,[BHG88] 40 992,3684.36,0,2009ApJ...703..441D,B,,19.49,18.15,,,~,3
1589,[BHG88] 40 1267,3661.12,0,2009ApJ...703..441D,B,,19.64,18.33,,,~,3
1590,[BHG88] 40 1404,3042.04,0,2009ApJ...703..441D,B,,19.62,18.38,,,~,3
1595,[BHG88] 40 1555,3271.01,0,2009ApJ...703..441D,B,,18.21,17.32,,,~,3
1597,[BHG88] 40 1705,1762.58,0,2009ApJ...703..441D,B,,16.12,15.53,,14.72,~,3
1770,[BHG88] 40 1737,3243.6,0,2009ApJ...703..441D,B,,17.8,16.47,,,~,3
1604,[BHG88] 40 1943,2491.75,0,2009ApJ...703..441D,B,,15.29,14.77,14.43,14.14,G2V,5
1605,[BHG88] 40 1980,2487.09,100,2006AJ....131.2478M,B,20.582,21.425,19.353,17.874,15.964,M0I,6
1606,[BHG88] 40 1980,2487.09,100,2009ApJ...703..420M,S,20.582,21.425,19.353,17.874,15.964,M0I,6
1610,[BHG88] 40 2138,2441.11,0,2009ApJ...703..441D,B,,17.97,16.9,,,~,3
1612,[BHG88] 40 2196,2427.73,0,2009ApJ...703..441D,B,,19.22,18.01,,,~,4
1616,[BHG88] 40 2464,1781.29,0,2009ApJ...703..441D,B,,17.63,16.88,,,~,3
1618,[BHG88] 40 2533,2534.15,0,2009ApJ...703..441D,B,,17.9,17,,,~,3
1619,[BHG88] 40 2559,1432.8,0,2009ApJ...703..441D,B,,17.58,16.52,,,~,3
1753,[BHG88] 40 2637,1420.7,100,2006AJ....131.2478M,B,17.995,18.428,17.991,17.698,17.288,B8Ia,3
1624,[BHG88] 40 2711,1354.98,90,2009ApJ...703..441D,S,18.401,18.037,17.116,16.62,16.005,A8-F0I,5
1625,[BHG88] 40 2711,1354.98,100,2006AJ....131.2478M,B,18.401,18.037,17.116,16.62,16.005,A8-F0I,5
1626,[BHG88] 40 2711,1354.98,100,2016ApJ...825...50G,B,18.401,18.037,17.116,16.62,16.005,A8-F0I,5
1636,[BHG88] 40 2976,1937.79,0,2009ApJ...703..441D,B,,18.29,17.18,,,~,3
1637,[BHG88] 40 3141,1925.64,0,2009ApJ...703..441D,B,,18.97,18.25,,,~,3
1752,[BHG88] 40 3157,1026.19,100,2006AJ....131.2478M,B,20.633,19.497,17.897,16.868,,M1I:,3
1639,[BHG88] 40 3174,1792.11,0,2009ApJ...703..441D,B,,18.53,17.73,,,~,3
1640,[BHG88] 40 3188,1915.35,0,2009ApJ...703..441D,B,,18.11,17.41,,,~,3
1647,[BHG88] 40 3417,1940.73,0,2009ApJ...703..441D,B,,16.2,15.1,,,~,4
1652,[BHG88] 40 3549,1974.66,0,2009ApJ...703..441D,B,,16.08,15.59,15.23,14.93,~,4
1763,[BHG88] 40 3577,1963.46,0,2009ApJ...703..441D,B,,18.47,17.7,,,~,3
1657,[BHG88] 40 3612,1967.06,0,2009ApJ...703..441D,B,,19.16,18.34,,,~,3
1747,[BHG88] 40 4527,621.12,0,2009ApJ...703..441D,B,,17.92,16.99,,,~,3
1748,[BHG88] 40 4608,728.51,100,2006AJ....131.2478M,B,19.938,18.719,17.241,16.348,,M0-1I:,3
1689,[BHG88] 41 246,855.06,100,2006AJ....131.2478M,B,19.46,19.306,18.998,18.827,,M0I:,3
1750,[BHG88] 41 272,850.19,0,2009ApJ...703..441D,B,,18.28,17.33,,,~,3
1695,[BHG88] 41 606,693.9,100,2006AJ....131.2478M,B,19.823,18.7,17.545,16.922,,K5I:,3
3044,[BHG88] 41 2145,1762.38,100,2006AJ....131.2478M,B,19.842,18.622,17.148,16.239,,M0I:,3
3045,[BHG88] 41 2560,2346.97,100,2006AJ....131.2478M,B,19.634,18.454,17.204,16.437,16.217,K5-M0I:,3
1706,[BHG88] 41 2611,1209.91,100,2006AJ....131.2478M,B,20.82,19.425,17.959,17.054,16.211,K5-M0I:,3
6960,[BHG88] 41 2719,1705.43,100,2006AJ....131.2478M,B,16.34,17.043,16.79,16.599,16.455,B2I,4
2808,[BHG88] 41 3632,1855.69,0,2009ApJ...703..441D,B,,17.03,16.47,,,~,3
3260,[BHG88] 41 4584,3075.16,100,2006AJ....131.2478M,B,21.057,19.938,18.198,16.983,15.514,K5-M0I:,3
6820,[BLR2008] M31 1,947.18,100,2008ApJ...686..948B,B,,,,,,~,1
6821,[BLR2008] M31 2,959.98,100,2008ApJ...686..948B,B,,,,,,~,1
6822,[BLR2008] M31 3,958.04,100,2008ApJ...686..948B,B,,,,,,~,1
6823,[BLR2008] M31 4,967.18,100,2008ApJ...686..948B,B,,,,,,~,1
